comments,labels
Conclusion,4
සෑම අතින්ම බලන විට මේ වසරේ එළිදැක්වූ සුපිරිම ජංගම දුරකථන අතර මුල් තැනක සිටින්නට LG G3 සමත් වෙනවා. ඒ වගේම එදිනෙදා භාවිතයේදී අවශ්‍ය වන සියළුම පහසුකම් සපයන්නට LG මේ දුරකථනය හරහා සමත් වෙලා. මීට ප්‍රථම නිෂ්පාදන වල තිබූ දෝෂයන් සියල්ලම නිරාකරණය කරගනිමින් අවසානයේදී සාර්ථක දුරකථනයක් එළිදැක්වීමට LG සමාගමට හැකියාව ලැබිලා. ඒ වගේම රුපියල් 65000 සිට රුපියල් 78000කට ආසන්න මුදලකට ලංකාවේදී මිලදී ගන්න පුළුවන් මේ දුරකථනය එම මිලත් සමඟ සසඳන කල අගනා දුරකථනයක්. කෙසේ වෙතත් මිලදී ගැනීමට පෙර එය 16GB ද 32GB ද යන්න පිළිබඳව සොයාබැලීමට අමතක කරන්න එපා. මන්ද 3GB RAM මතකයක් ඇත්තේ 32GB දුරකථනයේ පමණයි. ඒ වගේම මෙවැනි වැඩි වටිනාකමකින් යුත් ජංගම දුරකථන මිලදී ගැනීමේදී වගකීමේ සහතිකයක් සහිතව මිලදී ගැනීමත් වැදගත්.,4
"Android L ලෙස කේත නාමයෙන් නිකුත් වුනු මීළඟ Android මෙහෙයුම් පද්ධති සංස්කරණය Android 5.0 ඊයේ දිනයේදී නිළ වශයෙන්එළිදැක්වුණා. Android Lollipop නමින් හඳුන් වන මේ මෙහෙයුම් පද්ධතිය සමඟ තවත් Nexus උපකරණ ත්‍රිත්වයක් නිකුත් වුණා. ඒ අනුව Nexus 6 නමින් නිකුත් වන විශාල ජංගම දුරකථනයක්, Nexus 9 නමින් නිකුත් වන ටැබ්ලට් උපකරණක් හා Nexus Player නම් streaming media device එකක් මේ නව මෙහෙයුම් පද්ධතිය සහිතව වෙළඳපලට නිකුත් වීමට නියමිතයි. මීට අමතරව Nexus 4, Nexus 5, Nexus 7, Nexus 10 හා අනෙකුත් Google Play Edition ජංගම දුරකථන සඳහා නව ඇන්ඩ්‍රොයිඩ් ලොලිපොප් මෙහෙයුම් පද්ධතිය හඳුන්වා දෙනු ඇත.",4
මේ නව මෙහෙයුම් පද්ධතියේ කැපී පෙනෙනම වෙනස වන්නේ Material Design නමින් හඳුන්වන අලුත් මුහුණුවරයි. අලුත් ඇනිමේෂන් හා වඩා පැහැදිලි මෙම නව අතුරුමුහුණත සමඟ multitasking මෙනුව නව මුහුණුවරක් ගෙන අැති අතර කටහඬට ප්‍රතිචාර දැක්වීම සඳහාද පහසුකම් පුළුල් කර ඇත.,4
අලුත් දෘශ්‍ය මුහුණුවරට අමතරව අලුතින් APIs 5000කට අධික ප්‍රමාණයක් හඳුන්වා දී ඇති අතර ඒ හරහා විවිධ ප්‍රමාණ වලින් යුත් devices සඳහා Apps නිර්මාණය කිරීමට පහසුකම් සැපයෙනු ඇත. අලුත් Notification පහසුකම මඟින් ඔබට ලැබෙන notification සීමා කර ඇති අතර ඒ හරහා අනවශ්‍ය පරිදි ජංගම දුරකථනය බාධාවක් වීම අවමවනු ඇත. තවද අලුතෙන් හඳුන්වාදුන් බැටරි ආයුකාලය වැඩි කිරීමේ පහසුකම මඟින් අමතර අත්‍යවශම වේලවෙකදී අමතර මිනිත්තු 90ක් දක්වා ජංගම දුරකථනය භාවිත කරන්නට ඔබට හැකියාව ලැබේවි. එකම උපරකණයක් කිහිප දෙනෙකු භාවිත කරන විට ඒ ඒ පුද්ගලයාට විවිධ profile සාදා භාවිත කරන්නට පුළුවන් ආකාරයේ පහසුකම් වගේම දුරකථනය නැතිවූ විට හෝ සොරකම් කර විට factory reset කිරීම අපහසු කිරීමත් විශේෂ හඳුන්වා දීමක්.,4
මේ සියල්ලටම අමතරව ලංකාවේ අපිට වැදගත්ම දේ තමයි නව Android Lollipop මෙහෙයුම් පද්ධතියට සිංහල භාෂාවත් ඇතුලත් කර ඇත. ඒ කියන්නේ මින් පසුව Android Lollipop මෙහෙයුම් පද්ධතිය සහිතව නිකුත්වන ජංගම දුරකථන වල කිසිදු අපහසුවකින් තොරව සිංහල අකුරු දර්ශණය කිරීමේ හැකියාව ඇත.,4
අඟහරු ග්‍රහයා මත පය තබන ප්‍රථම මිනිසා වීම සඳහා අපේක්ෂාවෙන් 13 හැවිරිදි දැරියක් පුහුණුවීම් අරඹා ඇති බව වාර්තා වනවා. ඇලීසා කාර්සන් (Alyssa Carson ) නම් ඇගේ එකම බලාපොරොත්තුව අඟහරු ග්‍රහයා වෙත යාම බවයි ඇය පවසන්නේ. මේ සිහිනය සැබෑ කරගන්නට නාසා ආයතනය ඇයට සහාය වීමට තීරණය කර ඇති අතර මේ වන විට ඇය ඇගේ අඟහරු මෙහෙයුම සඳහා පුහුණුවීම් වල නිරත වෙමින් සිටිනවා. විද්‍යා විෂයයන්ට අමතරව ඇය මේ වන විට විවිධ භාෂා කිහිපයක්මත් හදාරමින් සිටිනවා.,4
ඇලීසා මේ වන විට නාසා ආයතනය විසින් පැවැත්වූ ලෝක අභ්‍යවකාශ කඳවුරු තුනටම සහභාගී වූ ප්‍රථම පුද්ගලයා යි. ඒ වගේම ඇයට ඇමරිකානු අභ්‍යාවකාශ ඒජන්සියේ අය අමතන්නේ “Blueberry” ලෙස බවයි වාර්තා වන්නේ.  Louisiana හි Baton Rouge ප්‍රදේශයේ වාසය කරන ඇය මේ වන විට ඇගේ ඉදිරි අනාගතයේ වසර 20කටත් එහා සැලැස්මක් සාදා ගෙන ඇති බවයි ඇගේ පියා පවසන්නේ.,4
"අහසේ දී සිදුකරන වීඩියෝ රූගත කිරීම් ගැන ඔබ අසා ඇති. වීඩියෝ කැමරාවක් ගුවන් යානයක් හෝ හෙලිකොප්ටරයක් මඟින් ගුවනේ හසුරුවමින් මෙතෙක් නොදුටු අලංකාර වීඩියෝ දර්ශණ රූගත කරන්නට අපට හැකියාව ලැබුනා. එසේ නමුත් මෙලෙස ගුවන් යානයක් හෝ හෙලිකොප්ටරයක් භාවිත කිරීම වැඩි වියදමක් වැය වන සහ වැඩි වෙහෙසක් දැරිය යුතු දෙයක්. ඒ නිසයි Drone යානා බිහි වුනේ. නමුත් මුල් කාලයේ Drone යානා වලින් ලබාගන්නා දර්ශණ ගැස්සීම් සෙලවීම් නිසා ඒතරම් හොඳ තත්වයේ තිබුනේ නැහැ. ඒ ගැටළුවට විසඳුමක් ලෙසයි Gimbal නම් උපකරණය බිහිවුනේ. මෝටර් මඟින් ක්‍රියාකරන මේ ගිම්බල් මඟින් සෙලවීම් ගැස්සීම් වලින් තොර, වඩා ස්ථායි දර්ශණ ලබාගන්නට පුළුවන්. ඒ වගේම සමහර චිත්‍රපට සඳහා පවා මේ තාක්ෂණය භාවිත වුනා. ඒත් ඇයි මේ තාක්ෂණය අහසේ කරන රූගත කිරීම් සඳහා පමණක් යොදාගන්නේ. පොළවේදී සිදුකරන සාමාන්‍ය රූගත කිරීම් සඳහා මේ වගේ Gimbal එකක් භාවිතා කරන්නට හැකියාවක් නැතිද?",4
"ඒත් දැන් ඔබට ඒ සඳහා අවස්ථාව ලැබිලා. පහසුවෙන් අතේ ගෙනයා හැකි මිලෙන් අඩු 3-Axis Stabilizer එකක් වෙළඳපලට නිකුත් වෙලා. ඒ නිසා ඔබ ඇවිදිමින්, දුවමින් සහ වාහනයක ගමන් කරමින් වුවත් ඔබට අලංකාර වීඩියෝ රූගත කරන්නට හැකියාව තිබෙනවා. GoPro වැනි කුඩා කැමරාවක් භාවිතා කල යුතු වුවත් ඒ මඟින් ලබාගන්නා වීඩියෝ පට වෘත්තීය මට්ටමේ දෙයකට වුවත් පහසුවෙන් භාවිත කරන්නට පුළුවන්. අප මීට පෙර හඳුන්වා දුන් Hyperlapse වීඩියෝ මෙන්ම මෙහිත් භාවිත වන්නේ උපකරණය තුල ඇති Gyroscope එක මඟින් ලබාගන්නා දත්තයි.",4
ඒ වගේම ඇමරිකානු ඩොලර් 390ක් වගේ මිලකට ඔබට මේ උපකරණය මිලදී ගත හැකියි.,4
මීළඟට නිකුත් වෙන සුපර් මෑන් හා බැට් මෑන් දෙන්නම ඉන්න අලුත් බැට්මෑන් චිත්‍රපටයේ බැට්මෑන්ට කලින්වගේ අපූරු බයිසිකලයක් තියෙවිද කියලා තාම කියන්න බැහැ. ඒත් එහෙම බයිසිකලයක් අවශ්‍ය නම් මේ Ronin 47 බයිසිකලය කිසිදු වෙනසක් සිදු නොකරම ඒ සඳහා පාවිච්චි කරන්න පුළුවන් නේද? Ronin මෝටර් සමාගම විසින් නිපදවන ලද මේ බයිසිකල් වර්ගයෙන් බයිසිකල් 47ක් පමණක් නිෂ්පාදනය කරන බවයි රෝනින් සමාගම පවසන්නේ. Buell 1125 නම් මෝටර් බයිසිකලය විවිධ වෙනස්කම් රාශියකට ලක්කරමිනුයි මේ නව මොටර් බයිසිකලය නිමවා ඇත්තේ.,4
ඒ වගේම ඒ එක් එක් බයිසිකලයක් 47 Ronin චිත්‍රපටයේ එන සමුරායිවරුන්ගේ නම් වලින් හඳුන්වන්නටත් නියමිත බවයි පැවසෙන්නේ. මේ බයිසිකල් 47න් දැනට 12ක් පමණක් නිර්මාණය කර ඇති නමුත් එයිනුත් 5ක් මේ වනවිටත් අලෙවි වි අවසන්. කෙසේ වුනත් මේ බයිසිකලයේ මිලනම් ඇමරිකානු ඩොලර් 38000ක් පමණ වනවා. ඒ මුදල ලංකාවේ මුදලින් නම් ලක්ෂ 50කට ආසන්නයි.,4
ඔයාලට මතකද Windows 95 මෙහෙයුම් පද්ධතිය. මීට අවුරුදු 16කට කලින් නිකුත් වුණු මේ මෙහෙයුම් පද්ධතිය වැඩ කරන්න අවශ්‍ය වුනේ බොහොම පොඩි ධාරිතාවක් හා රුම් මතකයක විතරයි. පුද්ගලිකව මා මිළඳි ගත් දෙවන පරිගණකය වුනෙත් වින්ඩොස් 95 පරිගණකයක්. එ් පරිගණකයේ මතක ධාරිතාවය 600MB වගේ සුළු මතකයක්. ඒ වගේම රැම් මතකයත් බොහොම සුළු ප්‍රමාණයේ රැම් මතකයක්. ඉතින් දැන්කාලේ නිකුත් වෙන කුඩා ජංගම දුරකථන වල ධාරිතාවයන් එක්ක සසඳන විට Windows 95 මෙහෙයුම් පද්ධතිය පහසුවෙන් ධාවනය කරන්න පුළුවන්. ඒත් මේ කියන්න යන්නේ ඊටත් වඩා පුදුම දෙයක් ගැන.,4
"අඟල් 1.63ක් වැනි කුඩා තිරයක් ඇති ස්මාර්ට් ඔරලෝසුවකට වින්ඩෝස් 95 මෙහෙයුම් පද්ධතිය ඇතුලත් කලා කිව්වොත් විශ්වාස කරන්න පුළුවන්ද? ඒත් ඒක ඇත්තක්. Android Wear මෙහෙයම් පද්ධතිය සඳහා ඇති aDOSbox emulator එක මඟිනුයි මේ අපූරු මෙහෙයුම දියත් කරලා තියෙන්නේ. කෙසේ වෙතත් වැඩකරන මෙහෙයුම් පද්ධතියක් විදියට මේ වින්ඩොස් 95 සහිත ඔරලෝසුව භාවිත කරන්න බැරි වුනත් විනෝදයටත්, යාළුවෝ පුදුම කරන්නටත් මේක හොඳ විදියක්.",4
"මීට ටික දවසකට පෙර ඇපල් සමාගම විසින් අලුතින් මෙවලම් කිහිපයක් නිකුත් කරනු ලැබුවා. ඒ අතරින් වීශාල ප්‍රමාණයේ ජංගම දුරකථනයක් වන Apple iPhone 6 ජංගම දුරකථනයත්, ඉතාමත් සිහින් Apple iPad Air 2 උපකරණයත් වැඩි අවධානයක් දිනාගත්තා. හැබැයි ඇපල් දුරකථන සාමාන්‍යෙයන් ගලවා විවෘත කරන්නට අපහසුයි. නමුත් iFixit වෙබ් අඩවිය මේ අලුත් iPad Air 2 ගලවා විවෘත කර තිබෙනවා.",4
"හැබැයි ඉතින් මේ ක්‍රියාවලිය තරමක් සංකීර්ණ, ඒ වගේම බොහෝම පරිස්සමින් කළ යුතු ක්‍රියාවලියක්. ඒ වගේම විශාල LCD තිරය සහ ඉදිරිපස වීදූරුව වෙන් කරන්නට බැහැ. ඒ වගේම ඇන වෙනුවට බොහෝ අවස්ථාවල ගම් යොදා සම්බන්ධ කර තිබෙන නිසා නැවත සම්බන්ධ කරන්නටත් තරමක් අපහසුයි. කෙසේ නමුත් නව iPad Air 2 ගලවා පෙන්වන පහත ඡායාරූප වලින් කොයිතරම් අපූරූ ආකාරයට මේ සිහින් උපකරණය නිපදවා තිබෙන අයුරු දැකගන්නට පුළුවන්.",4
Gmail කියන්නේ ලොව පුරා වැඩිම දෙනෙක් භාවිත කරන ඊමේල් සේවාව විදියට Gmail හඳුන්වන්න පුළුවන්. ඒත් ඒ සේවාව තවදුරටත් වැඩිදියුණු කරන්නට Google සමාගම අලුතෙන් app එකක් හඳුන්වා දුන්නා. Gmail ට සම්බන්ධතාවයක් නැතිව වෙනමම හඳුන්වා දෙන මේ අලුත් ඇප් එක Inbox කියලයි හඳුන්වන්නේ.,4
Google නිල බ්ලොග් අඩවියේ සඳහන් පරිදි මේ අලුත් ඇප් එක ඊමේල් ගොනු කර දැක්වීමට හඳුන්වාදුන් Social හා Promotion Tab වල ආකාරයටයි ක්‍රියාකරන්නේ. ඒ වගේම ඔබට ලැබෙන එක ආකාරයේ ඊමේල් පණිවුඩ එකට ගොනු කර දැක්වීමට මේ අලුත් ඇප් එකට හැකියාව තියෙනවා. ඉතින් ඔබේ බැංකු ලිපි ලේඛන හා බිල්පත් වෙන වෙනමම ගොනු කරන්නට මේ ඇප් එකට හැකියාව තියෙනවා. ඒ වගේම ඔබට අවශ්‍ය පරිදි ලිපි ගොනු කරගන්නටත් හැකියාව තියෙනවා.,4
"ඒ වගේම වැදගත් ඊමේල් පණිවුඩ සඳහා වැඩි අවධානයක් දෙන්නටත්, මිතුරන් ඔබට එවන ඡායාරූප, ගුවන් ගමන්, ඉදිරියට නියමිත උත්සව හා වැඩසටහන් පිළිබඳ විස්තරත් වෙන වෙනමම ලබා දෙන්නට මේ ඇප් එකට හැකියාව තිබෙනවා. ඒ වගේම ඊමේල් පණිවුඩයේ සඳහන් විස්තර වලට අදාල වෙනත් තොරතුරු අන්තර්ජාලයෙන් උකහා දක්වන්නටත් හැකියාව තිබෙනවා.",4
"Reminders හරහා ඔබට එදිනෙදා කාර්යයන් මතක් කර දීමටත්, ඒ සමඟම ඒ හා සම්බන්ධ තොරතුරු සපයන්නට පුළුවන්. උදාහරණයක් විදියට ඔබ හෝටල් කාමරයක් වෙන්කර විට ලැබෙන ඊමේල් පණිවුඩය සමඟ ඒ හෝටලය පිහිටි ස්ථාන පිළිබඳ සිතියමක් ඇතුලත් කරන්නට Inbox ඇප් එකට හැකියාව තිබෙනවා.",4
"මේ ඇප් එක නිපදවීමේ කාර්යය වසර ගණනක ක්‍රියාවලියක් බවත්, ඒ සඳහා සම්පූර්ණ දායකත්වය ලැබුනේ Gmail සේවක පිරිසගෙන් බවත් Google සමාගම පවසනවා. Google මෑතකදී හඳුන්වා දුන් නව අතුරු මුහුණත් රටාවක් වන Material Design අනුව නිර්මාණය කර ඇති මේ ඇප් එක Android 4.1 හා iOS 7 සිට ඉහලට සහාය දක්වනවා. කෙසේ නමුත් මේ වනතෙක් Download කිරීම සඳහා අවස්ථාව සලසා නැති මුත් ඒ සඳහා Invite ඉල්ලීමට ඔබට inbox@google.com වෙත ඊමේල් පණිවුඩයක් යොමුකල හැකියි.",4
Microsoft සමාගම විසින් අද දිනයේ සැන් ෆ්‍රැන්සිස්කෝ හීදී විශේෂ හමුවක් සංවිධානය කර තිබුනා. එය සංවිධානය කර තිබුනේ නවතම වින්ඩොස් මෙහෙයුම් පද්ධතිය හඳුන්වා දීමටයි. නමුත් බොහෝ දෙනා විශ්මයට පත්කරමින් මයික්‍රොෙසාෆ්ට් විසින් අද දින හඳුන්වා දුන්නේ Windows 9 මෙහෙයුම් පද්ධතිය නොවෙයි. ඒ වෙනුවට Windows 10 මෙහෙයුම් පද්ධතිය හඳුන්වා දීමටයි මයික්‍රොෙසාෆ්ට් කටයුතු කලේ. කෙසේ වෙතත් මේ නව මෙහෙයුම් පද්ධතිය තවමත් Preview අවස්ථාවේ පමණයි පවතින්නේ. ඒ නිසා මෙහි බොහෝ අඩුපාඩු ඇති අතර ඔබේ දිනපතා භාවිතකරන පරිගණකයටනම් මෙය කිසිසේත්ම තවමත් සූදානම් නැහැ.,4
මේ නව මෙහෙයුම් පද්ධතිය පිළිබඳව අදහස් දක්වමින් මෙහෙයුම් පද්ධති ප්‍රධානී Terry Myerson පවසා සිටියේ ලොව පුරා බිලියන 1.5කට අධික පිරිසක් දැනට Windows මෙහෙයුම් පද්ධතිය භාවිත කරන බවයි. ඒ වගේම මෙය වින්ඩෝස් මෙහෙයුම් පද්ධතියේ විශේෂ සංධිස්ථානයක් බැවින් Windows 9 වෙනුවට Windows 10 ලෙස මෙහෙයුම් පද්ධතිය හඳුන්වා දෙන බවයි.,4
එළඹෙන වසරේ මුල් භාගයේදී වෙළඳපලට නිකුත් කිරීමට නියමිත මේ නව මෙහෙයුම් පද්ධතියේ Tech Preview එක ඔබට download කරගැනීමට අවස්ථාවද හෙට දිනයේ සිට සැපයීමට නියමිතයි. ඒ නිසා ඔබ යම් හෙයකින් Windows 10 ලබාගැනීමට කැමැත්තෙනි සිටිනවා නම් පහත යොමුව ඔස්සේ ඔබට නිකුත් කල විගසම ලබාගත හැක.,4
ඇපල් සමාගම මෙවර අලුතින් යමක් හඳුන්වා දෙනවා වෙනුවට සිදුකලේ වෙනස් වන ඉල්ලුමට අනුව වඩා හොඳ නිෂ්පාදනයක් එලිදැක්වීමයි. ඒ වගේම iPhone හි සෑම අස්සක් මුල්ලක් නෑරම upgrade කරන්නටත් ඇපල් සමාගම තීරණය කරලා. ඒ අනුව දැනට වෙළඳපලේ ඇති හොඳම ජංගම දුරකතනයක් විදියට ඇපල් iPhone 6 හඳුන්වන්න පුළුවන්. හොඳම ජංගම දුරකථනය කියලා වුනත් හඳුන්වන්න පුළුවන්. ඒත් මේ නිකුත් වුනේ අවුරුදු 7ක් තිස්සේ ලත් අත්දැකීම් වලින් නිපදවූ තවත් එක් iPhone එකක් විතරයි. See More: http://techguru.lk/gadgets/iphone-6-in-sri-lanka-review/,4
සාමාන්‍යෙයන් iPhone භාවිත කරන කෙනෙක් තමන්ගේ ෆෝන් එක cover එකක් හරි case එකක් හරි දාලා පාවිච්චි කරනවා දකින්න අමාරුයි. ඒත් අලුතින් නිකුත් වූ iPhone 6 Plus දුරකථනයට නම් ඔබට ඒ වගේ දෙයක් භාවිත කරන්නට වේවි කියලයි අපිටනම් හිතෙන්නේ. මොකද iPhone 6 Plus භාවිත කරන බොහෝ දෙනෙක් දැන් දැන් ඒ අයගේ ජංගම දුරකථනය සාක්කුවේ තිබියදී නැවී තිබීම ගැන පැමිණිලි කර තිබෙනවා. එය සුළු නැවීමක් වුවත් පහසුවෙන් දැකිය හැකි වෙනසක්. බොහෝ දෙනෙකුගේ ජංගම දුරකථන නැවී තිබුනේ ඉහළ ප්‍රදේශයට ආසන්නවයි.,4
සමහරක් මේ ගැන අදහස් දක්වමින් කියා සිටියේ තද ඇඳුම් ඇඳීම නිසා මෙය සිදුවූ බවයි. ඒත් ඒක එහෙම වෙන්න පුළුවන්ද? iPhone ජංගම දුරකථනය හා iPhone 6 Plus ද්විත්වය නිකුත්වීමටත් ප්‍රථම එය නිර්මාණය කිරීමට ගන්නා උසස් තත්වයේ අමුද්‍රව්‍ය පිළිබඳ කතා බහට ලක්වුනා. ඇලුමිනියම් කියන්නේ සාමාන්‍යෙයන් මෘදු ලෝහයක්. නමුත් ජංගම දුරකථනයක් මේ වගේ නැමීමට ලක්වීම සාධාරණිකරනය කරන්න එය කරුණක් නෙවෙයි. මීට ප්‍රථම iPhone 5S සඳහා මෙවැනි පැමිණිලි වාර්ථා වුනේ නැති තරම්. ඉතින් ඔන්න දැන් ඔබේ ජංගම දුරකථනයෙන් iPhone 6 Plus වෙත මාරු වෙනවාද කියලා හිතලා බලන්න ඔබට සිදු වේවි.,4
"උසස් නිමාවත්, සෑම අතින්ම upgrade වීමත්, අඟල් 4.7 ක විශාල තිරයත් විශේෂයි.",4
මිලෙන් අධික වීම (මෙම මිලට සුපිරිතම android දුරකථනයක් ලබගත හැකියි.),4
ඇපල් සමාගම මෙවර අලුතින් යමක් හඳුන්වා දෙනවා වෙනුවට සිදුකලේ වෙනස් වන ඉල්ලුමට අනුව වඩා හොඳ නිෂ්පාදනයක් එලිදැක්වීමයි. ඒ වගේම iPhone හි සෑම අස්සක් මුල්ලක් නෑරම upgrade කරන්නටත් ඇපල් සමාගම තීරණය කරලා. ඒ අනුව දැනට වෙළඳපලේ ඇති හොඳම ජංගම දුරකතනයක් විදියට ඇපල් iPhone 6 හඳුන්වන්න පුළුවන්. හොඳම ජංගම දුරකථනය කියලා වුනත් හඳුන්වන්න පුළුවන්. ඒත් මේ නිකුත් වුනේ අවුරුදු 7ක් තිස්සේ ලත් අත්දැකීම් වලින් නිපදවූ තවත් එක් iPhone එකක් විතරයි.,4
දැන් දැන් විශාල දුරකථන සඳහා ලොකු අවධානයක් යොමුවෙලා. අඟල් 4ක තිරයක් ඇති iPhone 5S වැනි දුරකථන දැන් කුඩා ප්‍රමාණයේ දුරකථන ගණයටයි වැටෙන්නේ. මීට ටික දිනකට පෙර නිකුත් වූ iPhone 6 ජංගම දුරකථනය iPhone පරම්පරාවේ වෙනසක් ඇති කල ජංගම දුරකථනයක් විදියට හඳුන්වන්න පුළුවන්. ඒ එහි විශාල ප්‍රමාණය නිසයි. මේ හේතුව නිසා නව iPhone 6 සඳහා වැඩි අවධානයක් හිමිවෙලා. ඒ වගේම ලොව පුරා සීග්‍රෙයන් අලෙවි වීමටත් පටන් අරගෙන. iPhone 6 සමඟ ඊටත් වඩි විශාල තිරයක් සහිත iPhone 6 Plus නිකුත් වුනා. ඒත් දැනට ඔබට ලංකාවේදී මිලදී ගන්නට පුළුවන් iPhone 6 පමණයි.,4
Unboxing,4
ඇපල් සමාගම සිය නිෂ්පාදන වල ඇසුරුම ගැන වැඩි අවධානයක් යොමුකරනවා. ඒ නිසාම උසස් නිමාවකින් යුත් ඇසුරුමකින් තමයි iPhone 6 වෙළඳපලට පැමිණෙන්නේ. හැබැයි අමතක කරන්න එපා. මේ ඇසුරුමේ මිලත් ඔබ ගෙවන දුරකථනයේ මිලට ඇතුලත් වෙනවා. ඇසුරුම ඉවත් කරන්නට නම් පිටුපස ආවරණය තියුණු තලයක් මඟින් ඉවත් කල යුතුයි. පසුව ඉහළ ආවරණය ඉවත් කල යුතුයි. එය තරමක් පරස්සමින් කල යුතු වන්නේ එක්වරම ඔබේ වටිනා දුරකථනය විසිවී යා හැකි නිසයි. ජංගම දුරකථනයේ පහලින් ඔසවා ඔබේ iPhone 6 ජංගම දුරකතනය ඇසුරුමෙන් ඉවත් කරන්න පුළුවන්.,4
"පෙර මෙන්ම ඇසුරුමේ ඇති අනෙකුත් දේ අතර නොයෙකුත් පත්‍රිකා, ඇපල් logo ස්ටිකර් ඇතුලත්. Sim Remover එකත් ඒ අතර දකින්නට පුළුවන්. මේ කුඩා මෙවලමෙන් ඔබේ Nano Sim පත iPhone 6 ජංගම දුරකථනයට ඇතුලත් කල හැකියි. ඇතුලතින් Power Connector එක, Data Cable එක සහ Head Phone එක මනා අයුරින් අසුරා තිබෙනවා. ඒ අනුව packaging අතින් නම් iPhone 6 හි ඒ තරම් වෙනසක් දකින්නට නැහැ.",4
"iPhone 6 නිකුත් වන්නේ Space Gray, White හා Gold යන වර්ණ තුනෙනි. ඒ අතරින් අපි අද review කරන්නේ iPhone 6 Gold දුරකථනයයි. වර්ණ වෙනස හැරුණු විට මේ සංසකරණ තුනෙහි වෙනත් වෙනසක් නැහැ.",4
"මීට පෙර නිකුත් කල iPhone මෙන්ම මේ නව iPhone 6හිත් Home Button එක දකින්නට පුළුවන්. කෙසේ නමුත් මීට පෙර පැවති edges සහිත හතරැස් පෙනුම මෙහි දකින්නට නැහැ. ඒ වෙනුවට අලුතින් හඳුන්වා දුන් වක්‍ර වූ සුමට දාර සහිත නව පෙනුමට බොහෝ දෙනා මුලදී කැමැත්තක් දැක්වූයේ නැහැ. පුද්ගලිකව මා වුවත් ඒ පෙනුමට කැමැති වුනේ නැහැ. ඒත් මේ අලුත් ජංගම දුරකථනය අතට ගත් වහාම ඒ ආකල්පය ක්ෂණිකයින් වෙනස් වුනා. ඒ වගේම සිහින් පෙනුමත්, සැහැල්ලු බවත් නිසාම ක්ෂණිකයෙන් හිත් ඇද බැඳගන්නට iPhone 6 සමත්. ඒ වගේම ඇපල් නිෂ්පාදන වලටම ආවේනික වූ උසස් පෙනුමත් ඒ ආකාරයටම මෙහි දකින්නට පුළුවන්.",4
"මේ දවස් කිහිපයේම මම පාවිච්චි කලේ iPhone 6. මම සාමාන්‍යෙයන් Apple Fan කෙනෙක් නෙවෙයි. ඒ නිසා විශාල තිරයක් සහිත ජංගම දුරකථනයක් කියන්නේ මට අරුමයක් නෙවෙයි. ඉතින් මම මේ අලුත් iPhone එක මීට පෙර iPhone භාවිත කරන අය කිහිපදෙනෙකු අතට දීලා බැලුවා. ඒ අය බොහෝ දෙනෙක්ගේ අවධානය ක්ෂණිකව යොමු වුනේ ප්‍රමාණයෙන් විශාල ප්‍රමාණයයි. ඒ වුනත් Android users ලා බොහෝ දෙනෙක්ට නම් iPhone 6 කියන්නේ සාමාන්‍ය ප්‍රමාණයේ ජංගම දුරකථනයක්. මොකද Moto X, Nexus 4 වගේ ජංගම දුරකථන වල ප්‍රමාණයට ආසන්න ප්‍රමාණයක තිරයකියි iPhone 6 සතු වන්නේ.",4
iPhone 6 හි තිරයට එය නිකුත් වීමටත් ප්‍රථම සිටම වැඩි අවධානයක් හිමි වුනා. ඒ පිළිබඳ විවිධ මත පළවූ අතර ඒ අතරින් සමහර තැනක සඳහන් වුනේ මේ තිරය බිඳ දැමිය නොහැකි ලෙසයි. ඒත් එය ඇත්තක් නොවන බව දැන් හෙලි වෙලා. අවාසනාවකට අපට තවමත් drop test එකක් කරන්නට තරම් හැකියාවක් නම් නැහැ.,4
පික්සල් 750 x 1334 සහිත අඟල් 4.7 ක තිරයේ Color reproduction එක උසස්. ඒ වගේම වැඩි ආනතියකින් වුවත් හොඳින් දිස් වනවා. Samsung Galaxy Note 4 තරම් පික්සල් ඝණත්වයක් නැති වුනත් මෙය අතිශය උසස් තිරයක්. ඒ වගේම තිරය මනාලෙස දුරකථනයේ බඳ සමඟ සම්බන්ධ වනවා. ඒ නිසා අතර අපහසුවක් හෝ වෙනසක් දැනෙන්නේ නැහැ. ඒ වෙනුවට එකම ද්‍රව්‍යයකින් තනා සුමට ලෙස ඔප මට්ටම් කල ජංගම දුරකථනයක් ලෙසයි හැඟෙන්නේ. කෙසේ නමුත් සිහින් හා බරින් සැහැල්ලු නිසා පහසුවෙන් දෙකට කැඩී යා හැකි ආකාරයක් ඔබට දැනෙන්න පුළුවන්.,4
